,Squad,Gls,Ast,CrdY,CrdR,PrgC,PrgP,Saves,Sh,SoT,FK,TB,Sw,Crs,CK,TklW,Blocks,Int,Clr,Err,Poss,Fls,Fld,Off,PKwon,PKcon,Recov
0,Arsenal,1.9210526315789473,1.605263157894737,,,24.07894736842105,58.5,2.473684210526316,15.5,5.868421052631579,11.368421052631579,3.0789473684210527,3.973684210526316,15.052631578947368,5.921052631578948,11.18421052631579,9.789473684210526,11.236842105263158,23.13157894736842,0.868421052631579,61.4,10.078947368421053,9.921052631578947,2.3421052631578947,0.13157894736842105,0.15789473684210525,56.526315789473685
1,Bournemouth,1.1842105263157894,0.9473684210526315,,,18.473684210526315,40.1578947368421,2.8684210526315788,12.157894736842104,4.026315789473684,14.052631578947368,0.9736842105263158,2.9473684210526314,18.605263157894736,5.7368421052631575,8.526315789473685,11.921052631578947,9.657894736842104,29.710526315789473,0.6578947368421053,48.1,8.921052631578947,10.81578947368421,1.368421052631579,0.05263157894736842,0.07894736842105263,51.473684210526315
2,Brighton,0.868421052631579,0.6578947368421053,,,13.763157894736842,32.36842105263158,3.1842105263157894,9.921052631578947,2.8947368421052633,8.473684210526315,0.8421052631578947,5.342105263157895,17.894736842105264,4.2894736842105265,10.0,11.31578947368421,11.81578947368421,31.105263157894736,0.47368421052631576,43.7,10.868421052631579,7.2894736842105265,2.5789473684210527,0.18421052631578946,0.07894736842105263,55.8421052631579
3,Burnley,0.9210526315789473,0.6842105263157895,,,11.342105263157896,29.026315789473685,3.1842105263157894,9.947368421052632,3.3157894736842106,12.18421052631579,0.5,2.8157894736842106,18.605263157894736,4.394736842105263,9.342105263157896,12.026315789473685,10.526315789473685,34.21052631578947,0.21052631578947367,43.7,9.210526315789474,11.105263157894736,2.6315789473684212,0.0,0.13157894736842105,49.3421052631579
4,Chelsea,1.5789473684210527,1.105263157894737,,,27.5,52.578947368421055,2.1315789473684212,15.868421052631579,5.526315789473684,11.710526315789474,1.8157894736842106,5.342105263157895,19.86842105263158,6.052631578947368,11.210526315789474,9.605263157894736,11.157894736842104,22.157894736842106,0.631578947368421,55.6,9.552631578947368,10.657894736842104,2.8421052631578947,0.07894736842105263,0.05263157894736842,58.76315789473684
5,Crystal Palace,1.1578947368421053,0.6842105263157895,,,19.13157894736842,34.421052631578945,3.0789473684210527,12.263157894736842,3.526315789473684,12.0,0.7894736842105263,2.1842105263157894,18.5,5.526315789473684,11.763157894736842,12.263157894736842,14.526315789473685,29.210526315789473,0.5789473684210527,45.2,11.18421052631579,10.631578947368421,1.4736842105263157,0.23684210526315788,0.05263157894736842,56.73684210526316
6,Everton,1.105263157894737,0.6842105263157895,,,12.552631578947368,30.55263157894737,3.1315789473684212,9.236842105263158,2.8947368421052633,10.973684210526315,0.6578947368421053,3.0,16.55263157894737,3.9473684210526314,11.763157894736842,11.210526315789474,13.526315789473685,34.421052631578945,0.5789473684210527,45.5,12.105263157894736,9.578947368421053,2.1578947368421053,0.21052631578947367,0.13157894736842105,53.8421052631579
7,Huddersfield,0.6578947368421053,0.5,,,16.5,31.842105263157894,2.6052631578947367,9.473684210526315,2.789473684210526,12.578947368421053,0.6842105263157895,2.1578947368421053,20.13157894736842,4.342105263157895,13.210526315789474,11.921052631578947,13.631578947368421,29.710526315789473,0.5789473684210527,45.7,10.447368421052632,9.552631578947368,1.763157894736842,0.05263157894736842,0.15789473684210525,56.3421052631579
8,Leicester City,1.394736842105263,1.0,,,17.236842105263158,33.44736842105263,2.736842105263158,10.973684210526315,3.6052631578947367,11.157894736842104,1.6578947368421053,4.473684210526316,19.57894736842105,5.342105263157895,10.973684210526315,12.236842105263158,10.894736842105264,26.5,0.4473684210526316,48.0,9.578947368421053,9.394736842105264,2.4210526315789473,0.15789473684210525,0.10526315789473684,56.68421052631579
9,Liverpool,2.1578947368421053,1.5263157894736843,,,25.842105263157894,58.8421052631579,1.6842105263157894,16.710526315789473,5.947368421052632,10.289473684210526,2.789473684210526,3.8421052631578947,20.105263157894736,6.052631578947368,11.842105263157896,10.210526315789474,9.973684210526315,20.736842105263158,0.3157894736842105,60.3,9.052631578947368,8.026315789473685,1.8421052631578947,0.07894736842105263,0.15789473684210525,59.421052631578945
10,Manchester City,2.710526315789474,2.236842105263158,,,34.421052631578945,67.63157894736842,1.5263157894736843,17.263157894736842,6.684210526315789,11.0,3.1052631578947367,5.605263157894737,18.18421052631579,7.473684210526316,10.026315789473685,8.631578947368421,9.105263157894736,16.31578947368421,0.5,71.0,9.052631578947368,9.31578947368421,1.763157894736842,0.21052631578947367,0.05263157894736842,55.36842105263158
11,Manchester Utd,1.763157894736842,1.394736842105263,,,24.210526315789473,41.1578947368421,3.0789473684210527,13.394736842105264,4.473684210526316,12.0,2.236842105263158,4.631578947368421,19.81578947368421,5.7894736842105265,9.710526315789474,10.052631578947368,12.657894736842104,24.36842105263158,0.5263157894736842,54.7,10.657894736842104,11.105263157894736,2.3157894736842106,0.02631578947368421,0.02631578947368421,56.13157894736842
12,Newcastle Utd,1.0,0.7631578947368421,,,14.421052631578947,30.13157894736842,2.6842105263157894,11.842105263157896,3.8421052631578947,11.68421052631579,1.763157894736842,3.0,16.210526315789473,4.394736842105263,11.210526315789474,12.5,11.605263157894736,32.078947368421055,0.4473684210526316,41.7,10.763157894736842,9.710526315789474,1.6578947368421053,0.02631578947368421,0.15789473684210525,53.18421052631579
13,Southampton,0.9473684210526315,0.6052631578947368,,,18.263157894736842,42.3421052631579,2.8421052631578947,11.763157894736842,3.5789473684210527,11.131578947368421,1.4736842105263157,4.447368421052632,21.05263157894737,5.973684210526316,11.947368421052632,11.973684210526315,12.157894736842104,27.210526315789473,0.6578947368421053,51.3,10.947368421052632,9.921052631578947,1.9210526315789473,0.07894736842105263,0.05263157894736842,58.473684210526315
14,Stoke City,0.8947368421052632,0.7368421052631579,,,12.552631578947368,30.263157894736842,3.9473684210526314,10.0,3.210526315789474,12.105263157894736,0.868421052631579,2.9210526315789473,15.736842105263158,3.5789473684210527,11.5,11.157894736842104,12.131578947368421,33.28947368421053,0.5263157894736842,41.4,11.473684210526315,9.868421052631579,2.289473684210526,0.05263157894736842,0.13157894736842105,48.21052631578947
