,Squad,Gls,Ast,CrdY,CrdR,PrgC,PrgP,Saves,Sh,SoT,FK,TB,Sw,Crs,CK,TklW,Blocks,Int,Clr,Err,Poss,Fls,Fld,Off,PKwon,PKcon,Recov
10,Leicester City,1.3333333333333333,0.9629629629629629,1.5185185185185186,0.037037037037037035,16.25925925925926,37.333333333333336,2.814814814814815,11.037037037037036,3.6666666666666665,11.555555555555555,2.0,2.5185185185185186,13.481481481481481,3.6296296296296298,11.0,13.407407407407407,10.0,18.962962962962962,0.18518518518518517,49.8,10.555555555555555,9.777777777777779,1.8888888888888888,0.07407407407407407,0.1111111111111111,54.333333333333336
11,Liverpool,1.5925925925925926,1.2962962962962963,1.2592592592592593,0.037037037037037035,17.814814814814813,50.77777777777778,2.8518518518518516,15.666666666666666,5.518518518518518,10.88888888888889,2.259259259259259,5.296296296296297,21.037037037037038,6.185185185185185,9.333333333333334,9.25925925925926,8.814814814814815,14.333333333333334,0.48148148148148145,60.2,9.333333333333334,8.444444444444445,2.111111111111111,0.0,0.1111111111111111,56.77777777777778
12,Manchester City,2.4074074074074074,1.8148148148148149,1.2222222222222223,0.037037037037037035,26.48148148148148,56.851851851851855,1.3333333333333333,16.22222222222222,5.37037037037037,11.333333333333334,2.3703703703703702,5.111111111111111,21.22222222222222,6.555555555555555,7.666666666666667,9.333333333333334,6.2592592592592595,10.148148148148149,0.18518518518518517,64.2,9.296296296296296,10.0,1.4074074074074074,0.2222222222222222,0.1111111111111111,50.51851851851852
13,Manchester Utd,1.4444444444444444,1.1481481481481481,2.1481481481481484,0.07407407407407407,16.962962962962962,37.333333333333336,2.5925925925925926,13.481481481481481,4.888888888888889,8.296296296296296,2.1481481481481484,4.518518518518518,13.88888888888889,4.222222222222222,9.814814814814815,13.0,9.0,20.85185185185185,0.18518518518518517,52.6,10.962962962962964,7.444444444444445,2.037037037037037,0.037037037037037035,0.037037037037037035,54.96296296296296
14,Newcastle Utd,1.4074074074074074,0.8888888888888888,1.7407407407407407,0.037037037037037035,16.444444444444443,40.51851851851852,2.4074074074074074,13.407407407407407,4.518518518518518,11.25925925925926,1.9259259259259258,3.6666666666666665,18.925925925925927,6.666666666666667,9.25925925925926,11.88888888888889,8.481481481481481,18.444444444444443,0.2962962962962963,51.2,9.962962962962964,9.962962962962964,2.037037037037037,0.037037037037037035,0.07407407407407407,52.111111111111114
15,Nott'ham Forest,0.7777777777777778,0.4444444444444444,2.185185185185185,0.0,12.296296296296296,24.48148148148148,2.8518518518518516,9.703703703703704,2.925925925925926,12.25925925925926,0.8888888888888888,2.074074074074074,15.481481481481481,3.2962962962962963,10.074074074074074,12.555555555555555,8.851851851851851,24.77777777777778,0.14814814814814814,40.7,11.296296296296296,10.777777777777779,1.5185185185185186,0.037037037037037035,0.2962962962962963,50.666666666666664
16,Southampton,0.8518518518518519,0.5555555555555556,1.9259259259259258,0.0,15.481481481481481,31.62962962962963,2.2222222222222223,11.962962962962964,3.5925925925925926,11.555555555555555,0.9629629629629629,2.5555555555555554,18.25925925925926,4.481481481481482,11.518518518518519,14.296296296296296,11.296296296296296,22.333333333333332,0.2222222222222222,45.1,12.37037037037037,10.222222222222221,1.4444444444444444,0.07407407407407407,0.037037037037037035,60.333333333333336
17,Tottenham,1.8518518518518519,1.2222222222222223,2.111111111111111,0.07407407407407407,19.814814814814813,41.925925925925924,3.1481481481481484,14.37037037037037,5.222222222222222,10.962962962962964,1.4814814814814814,4.777777777777778,20.14814814814815,5.777777777777778,9.407407407407407,11.296296296296296,9.25925925925926,20.296296296296298,0.48148148148148145,50.5,11.666666666666666,9.62962962962963,1.5555555555555556,0.1111111111111111,0.1111111111111111,53.592592592592595
18,West Ham,0.8888888888888888,0.4444444444444444,1.2222222222222223,0.0,15.481481481481481,34.074074074074076,2.814814814814815,12.222222222222221,3.111111111111111,8.703703703703704,0.8888888888888888,4.481481481481482,20.48148148148148,5.296296296296297,8.148148148148149,10.481481481481481,10.037037037037036,19.296296296296298,0.14814814814814814,43.5,9.407407407407407,7.888888888888889,1.5555555555555556,0.18518518518518517,0.14814814814814814,50.44444444444444
19,Wolves,0.7407407407407407,0.37037037037037035,2.1481481481481484,0.2222222222222222,17.85185185185185,38.851851851851855,2.888888888888889,11.74074074074074,3.3703703703703702,11.481481481481481,1.2222222222222223,4.074074074074074,18.14814814814815,4.962962962962963,10.74074074074074,12.962962962962964,7.814814814814815,22.037037037037038,0.3333333333333333,50.2,12.074074074074074,10.37037037037037,1.8518518518518519,0.0,0.1111111111111111,56.7037037037037
