,Squad,Gls,Ast,CrdY,CrdR,PrgC,PrgP,Saves,Sh,SoT,FK,TB,Sw,Crs,CK,TklW,Blocks,Int,Clr,Err,Poss,Fls,Fld,Off,PKwon,PKcon,Recov
0,Arsenal,1.5789473684210527,1.0789473684210527,1.763157894736842,0.10526315789473684,19.31578947368421,43.55263157894737,2.6315789473684212,15.289473684210526,4.894736842105263,10.631578947368421,2.026315789473684,3.473684210526316,16.657894736842106,5.473684210526316,8.18421052631579,10.157894736842104,7.7894736842105265,17.31578947368421,0.5263157894736842,52.8,9.605263157894736,9.394736842105264,1.736842105263158,0.15789473684210525,0.15789473684210525,48.973684210526315
1,Aston Villa,1.3157894736842106,1.105263157894737,2.1315789473684212,0.05263157894736842,17.18421052631579,34.21052631578947,2.526315789473684,12.131578947368421,4.184210526315789,13.81578947368421,1.868421052631579,2.5526315789473686,17.63157894736842,5.157894736842105,10.052631578947368,11.921052631578947,8.921052631578947,18.236842105263158,0.34210526315789475,46.5,10.552631578947368,13.263157894736842,1.368421052631579,0.05263157894736842,0.15789473684210525,48.68421052631579
2,Brentford,1.2105263157894737,0.868421052631579,1.7105263157894737,0.07894736842105263,11.842105263157896,31.289473684210527,3.289473684210526,11.473684210526315,3.710526315789474,11.368421052631579,1.3157894736842106,1.8421052631578947,16.842105263157894,4.184210526315789,9.0,10.078947368421053,10.342105263157896,22.710526315789473,0.18421052631578946,44.8,9.763157894736842,9.552631578947368,1.736842105263158,0.15789473684210525,0.13157894736842105,54.23684210526316
3,Brighton,1.0526315789473684,0.7894736842105263,1.894736842105263,0.05263157894736842,17.789473684210527,40.71052631578947,2.6842105263157894,12.68421052631579,3.710526315789474,10.263157894736842,1.5263157894736843,4.0,19.157894736842106,5.2631578947368425,10.605263157894736,12.631578947368421,9.421052631578947,19.026315789473685,0.3157894736842105,54.4,10.342105263157896,9.342105263157896,1.394736842105263,0.10526315789473684,0.10526315789473684,56.68421052631579
4,Burnley,0.8421052631578947,0.6842105263157895,1.7894736842105263,0.05263157894736842,10.210526315789474,25.57894736842105,3.3421052631578947,10.657894736842104,3.1315789473684212,9.736842105263158,0.8421052631578947,3.5526315789473686,19.657894736842106,4.815789473684211,8.526315789473685,13.394736842105264,10.789473684210526,23.342105263157894,0.47368421052631576,40.2,10.368421052631579,8.736842105263158,2.6578947368421053,0.05263157894736842,0.13157894736842105,53.3421052631579
5,Chelsea,1.9736842105263157,1.368421052631579,1.6578947368421053,0.02631578947368421,23.526315789473685,51.76315789473684,2.1842105263157894,15.342105263157896,5.2631578947368425,11.421052631578947,2.026315789473684,2.6578947368421053,19.605263157894736,6.342105263157895,9.157894736842104,10.736842105263158,9.131578947368421,16.86842105263158,0.39473684210526316,61.8,10.763157894736842,10.31578947368421,1.8157894736842106,0.21052631578947367,0.15789473684210525,54.8421052631579
6,Crystal Palace,1.3157894736842106,0.8157894736842105,1.8157894736842106,0.02631578947368421,15.578947368421053,32.3421052631579,2.6052631578947367,10.631578947368421,3.6842105263157894,13.894736842105264,1.0526315789473684,3.1578947368421053,16.92105263157895,4.605263157894737,9.842105263157896,11.894736842105264,8.763157894736842,20.026315789473685,0.13157894736842105,51.1,10.894736842105264,12.657894736842104,1.6578947368421053,0.15789473684210525,0.10526315789473684,55.3421052631579
7,Everton,1.105263157894737,0.7631578947368421,2.1578947368421053,0.15789473684210525,13.473684210526315,28.94736842105263,3.3421052631578947,11.31578947368421,3.4210526315789473,10.868421052631579,0.7894736842105263,1.8421052631578947,17.18421052631579,4.2368421052631575,10.578947368421053,13.052631578947368,9.605263157894736,21.44736842105263,0.39473684210526316,40.0,9.68421052631579,10.210526315789474,1.394736842105263,0.18421052631578946,0.05263157894736842,53.23684210526316
8,Leeds United,1.105263157894737,0.6842105263157895,2.6578947368421053,0.07894736842105263,17.657894736842106,39.026315789473685,3.8421052631578947,12.631578947368421,3.736842105263158,10.973684210526315,1.736842105263158,3.6842105263157894,17.05263157894737,4.473684210526316,11.5,12.447368421052632,10.394736842105264,16.342105263157894,0.39473684210526316,52.3,12.342105263157896,9.68421052631579,1.6578947368421053,0.10526315789473684,0.13157894736842105,59.473684210526315
9,Leicester City,1.631578947368421,1.2105263157894737,1.4473684210526316,0.02631578947368421,16.36842105263158,35.68421052631579,3.473684210526316,11.394736842105264,4.315789473684211,12.026315789473685,1.7105263157894737,2.763157894736842,14.631578947368421,4.868421052631579,10.105263157894736,12.342105263157896,9.657894736842104,20.44736842105263,0.39473684210526316,52.0,9.368421052631579,10.421052631578947,1.5789473684210527,0.02631578947368421,0.23684210526315788,53.026315789473685
